"Plot","Species","Cover"
22,"Sherardia arvensis",1
22,"Trifolium campestre",15
22,"Trifolium pratense",37.5
22,"Trifolium repens",15
22,"Trisetum flavescens",37.5
22,"Valerianella rimosa",1
22,"Vicia tenuifolia",5
23,"Achillea millefolium",5
23,"Agrostis capillaris",37.5
23,"Allium oleraceum",5
23,"Anthoxanthum odoratum",5
23,"Arrhenatherum elatius",15
23,"Asphodelus albus",5
23,"Astrantia major",5
23,"Briza media",5
23,"Bromus hordeaceus",15
23,"Campanula rapunculus",1
23,"Centaurea nigra",5
23,"Cerastium pumilum",1
23,"Clinopodium vulgare",1
23,"Crepis pyrenaica",1
23,"Cynosurus cristatus",15
23,"Dactylis glomerata",5
23,"Echium vulgare",5
23,"Euphrasia hirtella",1
23,"Holcus lanatus",15
23,"Hypericum perforatum",1
23,"Iris latifolia",1
23,"Knautia nevadensis",5
23,"Lathyrus pratensis",5
23,"Leontodon hispidus",1
23,"Leucanthemum ircutianum",1
23,"Linum bienne",5
23,"Lotus corniculatus",15
23,"Ononis spinosa",5
23,"Phleum pratense",5
23,"Plantago lanceolata",37.5
23,"Plantago major",5
23,"Prunella grandiflora",5
23,"Ranunculus acris",5
23,"Rhinanthus angustifolius",15
23,"Rhinanthus minor",1
23,"Sanguisorba minor",37.5
23,"Stachys recta",1
23,"Thalictrum minus",15
23,"Tragopogon pratensis",1
23,"Trifolium campestre",5
23,"Trifolium pratense",37.5
23,"Trifolium repens",37.5
23,"Trisetum flavescens",37.5
23,"Viola cornuta",1
24,"Achillea millefolium",15
24,"Agrimonia eupatoria",1
24,"Agrostis capillaris",15
24,"Anthemis arvensis",5
24,"Arrhenatherum elatius",5
24,"Bromus hordeaceus",37.5
24,"Centaurea nigra",5
24,"Cirsium arvense",0.1
24,"Convolvulus arvensis",5
24,"Crepis capillaris",1
24,"Crepis vesicaria",5
24,"Cynosurus cristatus",5
24,"Dactylis glomerata",5
24,"Daucus carota",1
24,"Geranium dissectum",1
24,"Holcus lanatus",5
24,"Hypochaeris radicata",5
24,"Lathyrus pratensis",1
24,"Leontodon hispidus",1
24,"Linum bienne",5
24,"Lolium perenne",5
24,"Lotus pedunculatus",5
24,"Mentha suaveolens",0.1
24,"Phleum pratense",37.5
24,"Plantago lanceolata",37.5
24,"Poa pratensis",5
24,"Poa trivialis",15
24,"Prunella vulgaris",1
24,"Ranunculus acris",5
24,"Ranunculus repens",0.1
24,"Rhinanthus minor",5
24,"Rumex obtusifolius",5
24,"Trifolium campestre",5
24,"Trifolium pratense",37.5
24,"Trifolium repens",37.5
24,"Trisetum flavescens",15
25,"Achillea millefolium",15
25,"Agrostis capillaris",37.5
25,"Anthemis arvensis",1
25,"Anthoxanthum odoratum",1
25,"Arrhenatherum elatius",37.5
25,"Bromus hordeaceus",37.5
25,"Centaurea nigra",15
25,"Convolvulus arvensis",1
25,"Crepis capillaris",37.5
25,"Crepis pyrenaica",1
25,"Crepis vesicaria",5
25,"Cynosurus cristatus",15
25,"Dactylis glomerata",37.5
25,"Echium vulgare",1
25,"Geranium dissectum",5
25,"Heracleum sphondylium",5
25,"Holcus lanatus",37.5
25,"Hypochaeris radicata",5
25,"Iris latifolia",1
25,"Knautia nevadensis",15
25,"Lathyrus pratensis",1
25,"Leontodon hispidus",1
25,"Linum bienne",5
25,"Lotus corniculatus",37.5
25,"Malva sylvestris",5
25,"Phleum pratense",1
25,"Plantago lanceolata",37.5
25,"Poa trivialis",5
25,"Prunella grandiflora",1
25,"Ranunculus acris",15
25,"Ranunculus repens",0.1
25,"Rhinanthus angustifolius",15
25,"Rumex acetosa",1
25,"Rumex aquitanicus",1
25,"Rumex obtusifolius",5
25,"Sanguisorba minor",1
25,"Sherardia arvensis",1
25,"Taraxacum officinale",5
25,"Thesium pyrenaicum",1
25,"Tragopogon dubius",1
25,"Trifolium campestre",5
25,"Trifolium pratense",15
25,"Trifolium repens",37.5
25,"Trisetum flavescens",15
216,"Agrostis castellana",87.5
216,"Anthoxanthum odoratum",37.5
216,"Carex leporina",1
216,"Carum verticillatum",62.5
216,"Chamaemelum nobile",5
216,"Cynosurus cristatus",15
216,"Dactylorhiza maculata",1
216,"Festuca rothmaleri",15
216,"Holcus lanatus",62.5
216,"Juncus acutiflorus",1
216,"Lotus pedunculatus",62.5
216,"Mentha pulegium",1
216,"Myosotis secunda",1
216,"Plantago lanceolata",1
216,"Prunella vulgaris",1
216,"Ranunculus flammula",5
216,"Ranunculus sp.",1
216,"Rhinanthus minor",1
216,"Trifolium dubium",15
216,"Trifolium pratense",15
216,"Vulpia bromoides",1
217,"Agrostis castellana",87.5
217,"Anthemis arvensis",1
217,"Arrhenatherum elatius",62.5
217,"Bromus hordeaceus",37.5
217,"Cerastium glomeratum",1
217,"Chamaemelum nobile",1
217,"Crepis capillaris",1
217,"Echium plantagineum",5
217,"Holcus lanatus",15
217,"Hypochaeris radicata",1
217,"Lepidium heterophyllum",5
217,"Ornithopus compressus",1
217,"Plantago lanceolata",5
217,"Raphanus raphanistrum",1
217,"Rhinanthus minor",1
217,"Rumex acetosa",1
217,"Rumex acetosella",1
217,"Trifolium cernuum",15
217,"Trifolium pratense",5
217,"Trifolium repens",5
217,"Trifolium strictum",37.5
217,"Viola reichenbachiana",37.5
217,"Vulpia bromoides",5
218,"Agrostis castellana",87.5
218,"Anthoxanthum aristatum",1
218,"Anthoxanthum odoratum",15
218,"Arnica montana",1
218,"Carum verticillatum",37.5
218,"Chamaemelum nobile",1
218,"Dactylorhiza maculata",1
218,"Festuca rothmaleri",87.5
218,"Frangula alnus",1
218,"Holcus lanatus",62.5
218,"Hypochaeris radicata",1
218,"Jasione montana",1
218,"Juncus acutiflorus",1
218,"Lotus pedunculatus",1
218,"Luzula campestris",1
218,"Plantago lanceolata",5
218,"Potentilla erecta",1
218,"Ranunculus sp.",5
218,"Rhinanthus minor",37.5
218,"Rumex acetosella",1
218,"Trifolium dubium",1
219,"Agrostis castellana",62.5
219,"Anthoxanthum aristatum",37.5
219,"Arrhenatherum elatius",87.5
219,"Brachypodium rupestre",1
219,"Briza maxima",5
219,"Centaurea nigra",1
219,"Chamaemelum nobile",1
219,"Crepis capillaris",1
219,"Dactylis glomerata",1
219,"Holcus lanatus",1
219,"Hypochaeris radicata",5
219,"Lotus pedunculatus",1
219,"Malva tournefortiana",1
219,"Plantago lanceolata",5
219,"Ranunculus sp.",1
219,"Rumex acetosella",15
219,"Vulpia bromoides",37.5
220,"Agrostis castellana",62.5
220,"Anthoxanthum aristatum",62.5
220,"Anthoxanthum odoratum",5
220,"Arrhenatherum elatius",1
220,"Carex leporina",1
220,"Carum verticillatum",15
220,"Chamaemelum nobile",5
220,"Dactylorhiza maculata",1
220,"Danthonia decumbens",1
220,"Festuca rothmaleri",62.5
220,"Holcus lanatus",5
220,"Holcus mollis",5
220,"Hypericum humifusum",1
220,"Hypochaeris radicata",1
220,"Jasione montana",1
220,"Juncus squarrosus",5
220,"Lotus pedunculatus",1
220,"Luzula campestris",1
220,"Pedicularis sylvatica",1
220,"Plantago lanceolata",1
220,"Potentilla erecta",1
220,"Ranunculus sp.",5
220,"Scutellaria minor",1
220,"Serapias cordigera",1
220,"Vulpia bromoides",1
221,"Agrostis castellana",5
221,"Anthoxanthum aristatum",37.5
221,"Arrhenatherum elatius",62.5
221,"Carex binervis",1
221,"Carum verticillatum",1
221,"Centaurea nigra",1
221,"Chamaemelum nobile",15
221,"Festuca rothmaleri",1
221,"Holcus mollis",5
221,"Hypochaeris radicata",5
221,"Jacobaea vulgaris",1
221,"Leontodon saxatilis",1
221,"Lotus pedunculatus",1
221,"Malva tournefortiana",1
221,"Plantago lanceolata",5
221,"Quercus pyrenaica",1
221,"Ranunculus sp.",1
221,"Rumex acetosella",62.5
221,"Vulpia bromoides",15
222,"Agrostis castellana",5
222,"Anagallis tenella",1
222,"Anthoxanthum odoratum",37.5
222,"Carex binervis",1
222,"Carex echinata",1
222,"Carum verticillatum",5
222,"Cerastium glomeratum",1
222,"Chamaemelum nobile",15
222,"Dactylorhiza maculata",1
222,"Danthonia decumbens",1
222,"Festuca rothmaleri",62.5
222,"Holcus lanatus",37.5
222,"Hypochaeris radicata",1
222,"Juncus acutiflorus",1
222,"Juncus effusus",1
222,"Leontodon saxatilis",1
222,"Lotus pedunculatus",5
222,"Myosotis secunda",1
222,"Parentucellia viscosa",1
222,"Plantago lanceolata",5
222,"Potentilla erecta",1
222,"Prunella vulgaris",1
222,"Ranunculus flammula",5
222,"Rhinanthus minor",1
222,"Serapias cordigera",1
222,"Trifolium dubium",1
222,"Trifolium repens",1
223,"Agrostis castellana",87.5
223,"Anthoxanthum aristatum",37.5
223,"Anthoxanthum odoratum",1
223,"Arrhenatherum elatius",87.5
223,"Campanula lusitanica",1
223,"Carum verticillatum",1
223,"Dactylorhiza maculata",1
223,"Festuca rothmaleri",1
223,"Holcus lanatus",15
223,"Holcus mollis",1
223,"Hypochaeris radicata",5
223,"Lotus pedunculatus",1
223,"Plantago lanceolata",5
223,"Potentilla erecta",1
223,"Ranunculus sp.",5
223,"Rhinanthus minor",1
223,"Rumex acetosella",1
223,"Trifolium dubium",1
224,"Agrostis castellana",87.5
224,"Anthoxanthum aristatum",15
224,"Carum verticillatum",1
224,"Festuca rothmaleri",87.5
224,"Holcus mollis",1
224,"Hypochaeris radicata",1
224,"Jasione montana",1
224,"Ranunculus sp.",1
224,"Rumex acetosella",1
224,"Vulpia bromoides",1
225,"Agrostis castellana",37.5
225,"Anthoxanthum aristatum",5
225,"Arrhenatherum elatius",87.5
225,"Bromus hordeaceus",15
225,"Chamaemelum nobile",5
225,"Crepis capillaris",1
225,"Festuca rothmaleri",1
225,"Holcus lanatus",1
225,"Hypochaeris radicata",5
225,"Leontodon saxatilis",1
225,"Plantago lanceolata",1
225,"Rhinanthus minor",1
225,"Vulpia bromoides",5
226,"Agrostis castellana",37.5
226,"Anthoxanthum aristatum",87.5
226,"Arrhenatherum elatius",62.5
226,"Bromus hordeaceus",5
226,"Centaurea langei",5
226,"Cladanthus mixtus",5
226,"Echium plantagineum",5
226,"Hypochaeris radicata",15
226,"Leontodon saxatilis",5
226,"Ornithopus perpusillus",1
226,"Plantago lanceolata",1
226,"Rhinanthus minor",1
226,"Rumex acetosella",5
226,"Trifolium strictum",15
226,"Vulpia bromoides",5
227,"Agrostis castellana",15
227,"Anthoxanthum odoratum",87.5
227,"Carex leporina",5
227,"Carum verticillatum",15
227,"Chamaemelum nobile",1
227,"Cirsium filipendulum",1
227,"Festuca rothmaleri",15
227,"Holcus lanatus",15
227,"Juncus effusus",5
227,"Lotus pedunculatus",1
227,"Luzula campestris",1
227,"Parentucellia viscosa",1
227,"Plantago lanceolata",1
227,"Prunella vulgaris",1
227,"Ranunculus sp.",5
227,"Rhinanthus minor",87.5
227,"Rumex acetosa",1
227,"Stellaria graminea",1
227,"Trifolium dubium",15
227,"Trifolium pratense",1
227,"Trifolium repens",1
228,"Adenocarpus complicatus",1
228,"Agrostis castellana",62.5
228,"Anthoxanthum aristatum",87.5
228,"Arrhenatherum elatius",1
228,"Campanula lusitanica",1
228,"Carum verticillatum",5
228,"Echium plantagineum",1
228,"Festuca rothmaleri",62.5
228,"Holcus lanatus",1
228,"Hypochaeris radicata",1
228,"Jasione montana",1
228,"Leontodon saxatilis",1
228,"Lotus pedunculatus",1
228,"Plantago lanceolata",1
228,"Rhinanthus minor",1
228,"Rumex acetosella",1
228,"Trifolium dubium",1
228,"Trifolium strictum",15
229,"Adenocarpus complicatus",1
229,"Agrostis castellana",62.5
229,"Anthoxanthum aristatum",62.5
229,"Arrhenatherum elatius",62.5
229,"Campanula lusitanica",1
229,"Crepis capillaris",1
229,"Echium plantagineum",1
229,"Hypochaeris radicata",5
229,"Jasione montana",1
229,"Leontodon saxatilis",5
229,"Lupinus gredensis",5
229,"Ornithopus perpusillus",37.5
229,"Parentucellia viscosa",1
229,"Plantago lanceolata",5
229,"Quercus pyrenaica",1
229,"Ranunculus sp.",1
229,"Rumex acetosella",5
230,"Agrostis castellana",15
230,"Anthoxanthum odoratum",62.5
230,"Arnica montana",1
230,"Carex laevigata",1
230,"Carex leporina",1
230,"Carum verticillatum",15
230,"Chamaemelum nobile",15
230,"Cynosurus cristatus",5
230,"Dactylorhiza maculata",1
230,"Danthonia decumbens",1
230,"Echium salmanticum",1
230,"Festuca rothmaleri",15
230,"Holcus lanatus",62.5
230,"Lotus pedunculatus",15
230,"Ornithopus perpusillus",1
230,"Plantago lanceolata",5
230,"Potentilla erecta",1
230,"Prunella vulgaris",1
230,"Ranunculus sp.",1
230,"Rhinanthus minor",15
230,"Serapias cordigera",1
230,"Trifolium dubium",5
230,"Trifolium pratense",15
230,"Trifolium repens",1
230,"Trifolium strictum",1
231,"Agrostis castellana",15
231,"Anthoxanthum odoratum",37.5
231,"Briza minor",1
231,"Bromus racemosus",1
231,"Carex binervis",62.5
231,"Carex viridula",1
231,"Carum verticillatum",37.5
231,"Chamaemelum nobile",5
231,"Cynosurus cristatus",37.5
231,"Danthonia decumbens",1
231,"Festuca rothmaleri",15
231,"Holcus lanatus",37.5
231,"Hypochaeris radicata",1
231,"Juncus acutiflorus",1
231,"Leontodon saxatilis",5
231,"Lotus pedunculatus",1
231,"Luzula campestris",1
231,"Mentha pulegium",15
231,"Parentucellia viscosa",1
231,"Plantago lanceolata",5
231,"Prunella vulgaris",5
231,"Rhinanthus minor",1
231,"Serapias cordigera",1
231,"Trifolium dubium",15
231,"Trifolium pratense",1
231,"Trifolium repens",1
231,"Vulpia bromoides",1
232,"Anthoxanthum aristatum",37.5
232,"Arrhenatherum elatius",15
232,"Bromus hordeaceus",5
232,"Echium plantagineum",1
232,"Holcus lanatus",1
232,"Hypochaeris radicata",5
232,"Leontodon saxatilis",1
232,"Malva tournefortiana",5
232,"Ornithopus perpusillus",1
232,"Plantago lanceolata",1
232,"Ranunculus sp.",1
232,"Rhinanthus minor",5
232,"Rumex acetosella",5
232,"Trifolium repens",1
232,"Trifolium striatum",1
232,"Trifolium strictum",5
232,"Vulpia bromoides",5
233,"Agrostis castellana",15
233,"Anthoxanthum odoratum",62.5
233,"Carex laevigata",1
233,"Carex leporina",1
233,"Carum verticillatum",37.5
233,"Chamaemelum nobile",87.5
233,"Cynosurus cristatus",5
233,"Festuca rothmaleri",37.5
233,"Holcus lanatus",37.5
233,"Juncus acutiflorus",1
233,"Leontodon saxatilis",1
233,"Lotus pedunculatus",5
233,"Mentha pulegium",1
233,"Plantago lanceolata",15
233,"Prunella vulgaris",1
233,"Ranunculus sp.",1
233,"Serapias cordigera",1
233,"Trifolium dubium",1
233,"Trifolium pratense",1
234,"Agrostis castellana",37.5
234,"Anthoxanthum odoratum",5
234,"Arrhenatherum elatius",1
234,"Bromus racemosus",5
234,"Cardamine pratensis",1
234,"Carex leporina",1
234,"Carum verticillatum",1
234,"Galium helodes",1
234,"Holcus lanatus",87.5
234,"Juncus acutiflorus",1
234,"Juncus effusus",1
234,"Lotus pedunculatus",1
234,"Parentucellia viscosa",1
234,"Plantago lanceolata",1
234,"Poa pratensis",1
234,"Ranunculus sp.",1
234,"Rhinanthus minor",1
234,"Scutellaria minor",1
234,"Trifolium dubium",1
234,"Trifolium repens",1
234,"Veronica acinifolia",1
235,"Agrostis castellana",37.5
235,"Anthoxanthum aristatum",62.5
235,"Arrhenatherum elatius",87.5
235,"Carum verticillatum",1
235,"Chamaemelum nobile",1
235,"Holcus mollis",5
235,"Hypochaeris radicata",1
235,"Jasione montana",1
235,"Lotus pedunculatus",1
235,"Plantago lanceolata",5
235,"Ranunculus sp.",1
235,"Trifolium dubium",1
235,"Trifolium strictum",1
235,"Vulpia bromoides",1
236,"Agrostis castellana",62.5
236,"Anthoxanthum odoratum",87.5
236,"Carex leporina",37.5
236,"Carum verticillatum",1
236,"Holcus lanatus",62.5
236,"Hypochaeris radicata",1
236,"Juncus effusus",1
236,"Lotus pedunculatus",37.5
236,"Plantago lanceolata",1
236,"Prunella vulgaris",1
236,"Ranunculus sp.",5
236,"Trifolium dubium",1
236,"Trifolium pratense",5
236,"Trifolium repens",5
237,"Agrostis castellana",37.5
237,"Anthoxanthum aristatum",37.5
237,"Arrhenatherum elatius",37.5
237,"Bromus hordeaceus",1
237,"Carduus carpetanus",1
237,"Chamaemelum nobile",15
237,"Festuca rothmaleri",15
237,"Hypochaeris radicata",5
237,"Juncus effusus",1
237,"Ornithopus perpusillus",1
237,"Plantago lanceolata",15
237,"Ranunculus sp.",1
237,"Rhinanthus minor",62.5
237,"Rumex acetosella",5
237,"Trifolium dubium",37.5
237,"Trifolium repens",1
237,"Vulpia bromoides",15
238,"Agrostis castellana",62.5
238,"Carex leporina",5
238,"Carum verticillatum",5
238,"Chamaemelum nobile",37.5
238,"Cynosurus cristatus",37.5
238,"Festuca rothmaleri",37.5
238,"Holcus lanatus",62.5
238,"Juncus acutiflorus",1
238,"Leontodon saxatilis",1
238,"Lotus pedunculatus",5
238,"Ranunculus sp.",15
238,"Rhinanthus minor",62.5
238,"Trifolium dubium",62.5
238,"Trifolium pratense",37.5
238,"Trifolium repens",1
239,"Achillea millefolium",1
239,"Agrostis castellana",62.5
239,"Anthoxanthum aristatum",1
239,"Anthoxanthum odoratum",37.5
239,"Campanula lusitanica",1
239,"Carex leporina",1
239,"Carum verticillatum",15
239,"Centaurea nigra",1
239,"Cirsium filipendulum",1
239,"Crepis capillaris",1
239,"Dactylis glomerata",1
239,"Festuca rothmaleri",62.5
239,"Galium broterianum",1
239,"Holcus lanatus",37.5
239,"Hypochaeris radicata",1
239,"Juncus effusus",1
239,"Linaria elegans",1
239,"Lotus pedunculatus",1
239,"Ornithopus perpusillus",1
239,"Potentilla erecta",1
239,"Ranunculus sp.",15
239,"Rhinanthus minor",5
239,"Thymus pulegioides",1
239,"Trifolium dubium",1
239,"Trifolium repens",1
240,"Agrostis castellana",37.5
240,"Anthoxanthum odoratum",37.5
240,"Arrhenatherum elatius",62.5
240,"Centaurea nigra",1
240,"Chamaemelum nobile",15
240,"Cirsium filipendulum",1
240,"Dactylorhiza maculata",1
240,"Festuca rothmaleri",37.5
240,"Holcus mollis",5
240,"Hypochaeris radicata",5
240,"Leontodon saxatilis",1
240,"Lotus pedunculatus",1
240,"Ornithopus perpusillus",15
240,"Rumex acetosella",1
240,"Spergula arvensis",1
240,"Trifolium dubium",5
240,"Trifolium pratense",15
240,"Trifolium repens",15
240,"Ulex minor",1
240,"Vulpia bromoides",1
241,"Agrostis castellana",37.5
241,"Anthoxanthum aristatum",5
241,"Bellis annua",1
241,"Bromus racemosus",37.5
241,"Carex leporina",1
241,"Carex muricata",1
241,"Convolvulus arvensis",15
241,"Cynosurus cristatus",1
241,"Festuca rothmaleri",1
241,"Galium verum",1
241,"Gaudinia fragilis",15
241,"Holcus lanatus",15
241,"Hordeum geniculatum",37.5
241,"Hypochaeris radicata",1
241,"Lepidium heterophyllum",1
241,"Lotus tenuis",1
241,"Luzula campestris",1
241,"Plantago lanceolata",1
241,"Poa trivialis",15
241,"Potentilla reptans",5
241,"Ranunculus sp.",5
241,"Rumex acetosella",5
241,"Schedonorus arundinaceus",1
241,"Trifolium dubium",1
241,"Trifolium pratense",1
241,"Vulpia bromoides",15
242,"Agrostis castellana",15
242,"Bromus racemosus",37.5
242,"Carex divisa",5
242,"Carex muricata",5
242,"Cerastium diffusum",0.1
242,"Convolvulus arvensis",15
242,"Cynosurus cristatus",0.1
242,"Galium verum",5
242,"Gaudinia fragilis",5
242,"Holcus lanatus",5
242,"Hordeum geniculatum",1
242,"Hypochaeris radicata",1
242,"Lepidium heterophyllum",1
242,"Lotus tenuis",5
242,"Luzula campestris",5
242,"Plantago lanceolata",1
242,"Poa trivialis",37.5
242,"Ranunculus sp.",1
242,"Schedonorus arundinaceus",1
242,"Trifolium dubium",5
242,"Trifolium pratense",5
242,"Vulpia bromoides",5
243,"Alopecurus arundinaceus",5
243,"Bromus racemosus",15
243,"Carum verticillatum",1
243,"Cynosurus cristatus",15
243,"Cyperus longus",15
243,"Galium palustre",1
243,"Holcus lanatus",37.5
243,"Hypochaeris radicata",1
243,"Poa trivialis",5
243,"Ranunculus repens",15
243,"Rumex acetosa",1
243,"Schedonorus arundinaceus",15
243,"Trifolium dubium",5
243,"Trifolium fragiferum",15
243,"Trifolium pratense",15
243,"Trifolium repens",37.5
244,"Anthoxanthum odoratum",1
244,"Bromus racemosus",1
244,"Carex cuprina",1
244,"Carex leporina",1
244,"Carex muricata",1
244,"Carum verticillatum",15
244,"Convolvulus arvensis",1
244,"Cynosurus cristatus",1
244,"Danthonia decumbens",1
244,"Deschampsia cespitosa",62.5
244,"Festuca rothmaleri",37.5
244,"Holcus lanatus",5
244,"Hypochaeris radicata",1
244,"Juncus acutiflorus",5
244,"Juncus squarrosus",1
244,"Mentha pulegium",1
244,"Schedonorus arundinaceus",1
244,"Trifolium pratense",5
245,"Achillea millefolium",5
245,"Agrostis castellana",5
245,"Aira caryophyllea",1
245,"Allium vineale",1
245,"Anisantha diandra",5
245,"Anthoxanthum odoratum",5
245,"Arrhenatherum elatius",37.5
245,"Avena barbata",15
245,"Bromus hordeaceus",15
245,"Bromus racemosus",5
245,"Convolvulus arvensis",5
245,"Crepis capillaris",1
245,"Cynosurus cristatus",1
245,"Eryngium campestre",1
245,"Galium verum",5
245,"Holcus lanatus",5
245,"Hypochaeris radicata",1
245,"Lepidium heterophyllum",1
245,"Ononis spinosa",37.5
245,"Pilosella castellana",1
245,"Plantago lanceolata",5
245,"Poa pratensis",1
245,"Potentilla reptans",5
245,"Rumex acetosella",5
245,"Sanguisorba minor",15
245,"Sherardia arvensis",1
245,"Trisetum flavescens",15
245,"Vulpia bromoides",15
246,"Agrostis castellana",15
246,"Aira caryophyllea",1
246,"Anthoxanthum odoratum",15
246,"Arrhenatherum elatius",5
246,"Bromus racemosus",5
246,"Convolvulus arvensis",15
246,"Cynosurus cristatus",5
246,"Holcus lanatus",37.5
246,"Hypochaeris radicata",5
246,"Lepidium heterophyllum",1
246,"Lotus tenuis",37.5
246,"Ononis spinosa",5
246,"Plantago lanceolata",15
246,"Potentilla reptans",1
246,"Ranunculus sp.",5
246,"Rhinanthus minor",1
246,"Rumex acetosella",5
246,"Sanguisorba minor",15
246,"Schedonorus arundinaceus",62.5
246,"Trifolium campestre",1
246,"Trifolium dubium",1
246,"Trifolium fragiferum",5
246,"Trifolium pratense",15
246,"Trifolium repens",5
246,"Trisetum flavescens",15
247,"Achillea millefolium",1
247,"Agrostis castellana",15
247,"Anthoxanthum odoratum",5
247,"Briza media",1
247,"Bromus hordeaceus",5
247,"Bromus racemosus",15
247,"Crepis capillaris",1
247,"Cynosurus cristatus",5
247,"Festuca rothmaleri",62.5
247,"Filipendula ulmaria",1
247,"Holcus lanatus",15
247,"Hypochaeris radicata",5
247,"Lolium perenne",5
247,"Lotus pedunculatus",1
247,"Lotus tenuis",1
247,"Mentha suaveolens",5
247,"Phyteuma spicatum",5
247,"Plantago lanceolata",15
247,"Ranunculus repens",1
247,"Rhinanthus minor",1
247,"Rubus lainzii",1
247,"Rumex acetosella",1
247,"Sanguisorba minor",1
247,"Trifolium dubium",15
247,"Trifolium pratense",15
247,"Trifolium repens",37.5
248,"Anthoxanthum odoratum",15
248,"Bromus racemosus",5
248,"Carex binervis",1
248,"Carex leporina",1
248,"Carum verticillatum",5
248,"Cynosurus cristatus",1
248,"Cyperus longus",1
248,"Deschampsia cespitosa",1
248,"Festuca rothmaleri",5
248,"Holcus lanatus",15
248,"Hypochaeris radicata",5
248,"Lolium perenne",0.1
248,"Plantago lanceolata",5
248,"Poa trivialis",5
248,"Ranunculus sp.",5
248,"Rhinanthus minor",1
