"Taxon","Family","Database","Reference","Country","Population","Scarification","Stratification","GA3","Tmean","Alternating","Light","Germinated","Germinable"
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_532541",0,0,0,15,0,1,25,25
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_532127",0,0,0,15,0,1,16,19
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539551",0,0,0,20,0,1,19,19
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539078",0,0,0,15,0,1,20,20
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539540",0,0,0,20,0,1,20,20
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539551",0,0,0,15,0,1,18,20
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539414",0,0,0,15,0,1,10,10
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_532046",0,0,0,20,0,1,9,10
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539492",0,0,0,15,0,1,9,10
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539492",0,0,0,20,0,1,10,10
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539528",0,0,0,15,0,1,20,20
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539414",0,0,0,20,0,1,9,10
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539540",0,0,0,15,0,1,19,19
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_533548",0,0,0,20,0,1,10,10
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_533559",0,0,0,15,0,1,10,10
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539713",0,0,0,15,0,1,9,9
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539562",0,0,0,15,0,1,18,22
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_532057",0,0,0,15,0,1,19,19
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_532057",0,0,0,20,0,1,20,20
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539643",0,0,0,20,0,1,9,10
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539654",0,0,0,15,0,1,17,18
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539654",0,0,0,20,0,1,15,18
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539676",0,0,0,15,0,1,18,19
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539676",0,0,0,20,0,1,20,21
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539528",0,0,0,20,0,1,20,20
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_533548",0,0,0,15,0,1,10,10
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_541372",0,0,0,15,0,1,24,24
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_541372",0,0,0,20,0,1,20,20
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539159",0,0,0,15,0,1,9,9
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_533560",0,0,0,15,0,1,15,18
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539562",0,0,0,20,0,1,20,20
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539643",0,0,0,15,0,1,8,9
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539403",0,0,0,20,0,1,7,7
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_541523",0,0,0,20,0,1,20,20
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_550860",0,0,0,15,0,1,20,20
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_550860",0,0,0,20,0,1,20,20
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_570172",0,0,0,15,0,1,19,19
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_532541",0,0,0,20,0,1,20,20
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_541349",0,0,0,20,0,1,8,8
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539687",0,0,0,20,0,1,13,15
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539702",0,0,0,15,0,1,9,9
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539702",0,0,0,20,0,1,10,10
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_541394",0,0,0,15,0,1,20,20
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539713",0,0,0,20,0,1,8,9
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539724",0,0,0,15,0,1,18,18
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539724",0,0,0,20,0,1,22,25
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_534316",0,0,0,15,0,1,20,20
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_534316",0,0,0,20,0,1,20,20
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_534338",0,0,0,15,0,1,17,17
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_534338",0,0,0,20,0,1,17,17
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_570172",0,0,0,20,0,1,20,20
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_63384",0,0,0,11,0,1,70,70
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_536387",0,0,0,15,0,1,18,19
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_536387",0,0,0,20,0,1,20,20
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_536376",0,0,0,20,0,1,20,20
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_541523",0,0,0,15,0,1,20,20
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539159",0,0,0,20,0,1,9,9
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_541464",0,0,0,15,0,1,19,19
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_541464",0,0,0,20,0,1,20,20
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539780",0,0,0,15,0,1,19,19
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539355",0,0,0,20,0,1,17,19
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539779",0,0,0,15,0,1,63,63
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539779",0,0,0,20,0,1,24,24
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_541394",0,0,0,20,0,1,20,20
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539687",0,0,0,15,0,1,12,13
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_541291",0,0,0,15,0,1,23,23
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_541291",0,0,0,20,0,1,20,20
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_536376",0,0,0,15,0,1,20,20
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_533560",0,0,0,20,0,1,18,20
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539780",0,0,0,20,0,1,20,20
"Bellis perennis","Compositae","Enscobase","RBGK","UK","K_539355",0,0,0,15,0,1,21,22
"Briza media","Poaceae","Enscobase","RBGK","UK","K_33794",0,0,0,20,0,1,15,20
"Briza media","Poaceae","Enscobase","RBGK","Italy","K_6356",0,0,0,16,1,1,18,18
"Briza media","Poaceae","Enscobase","RBGK","Italy","K_6356",0,0,0,15,1,1,15,20
"Briza media","Poaceae","Enscobase","RBGK","UK","K_8833",1,0,0,20,0,1,48,50
"Briza media","Poaceae","Enscobase","RBGK","UK","K_8833",0,0,0,21,0,1,90,93
"Briza media","Poaceae","Enscobase","RBGK","Greece","K_30818",0,0,0,21,0,1,109,120
"Briza media","Poaceae","Enscobase","RBGK","UK","K_33794",0,0,0,13.33333333,1,1,14,20
"Briza media","Poaceae","Enscobase","RBGK","UK","K_402822",0,0,0,15,1,1,12,20
"Briza media","Poaceae","Enscobase","RBGK","UK","K_402822",0,0,0,20,0,1,10,20
"Briza media","Poaceae","Enscobase","RBGK","UK","K_127532",0,0,0,16,1,1,45,50
"Briza media","Poaceae","Enscobase","RBGK","Greece","K_30818",0,0,0,20,0,1,20,20
"Briza media","Poaceae","Enscobase","BGBM","Austria","B_AT-3002401",0,0,0,22,0,1,7,20
"Briza media","Poaceae","Enscobase","RBGK","Italy","K_6356",0,0,0,21,0,1,84,100
"Bromus hordeaceus","Poaceae","Enscobase","RBGK","UK","K_39383",0,0,0,16,0,1,69,70
"Bromus hordeaceus","Poaceae","Enscobase","RBGK","UK","K_39110",0,0,0,15,0,1,19,20
"Bromus hordeaceus","Poaceae","Enscobase","RBGK","UK","K_39110",0,0,0,16,0,1,70,70
"Bromus hordeaceus","Poaceae","Enscobase","RBGK","UK","K_39383",0,0,0,15,0,1,17,17
"Bromus hordeaceus","Poaceae","Enscobase","RBGK","Greece","K_36773",0,0,0,21,0,1,137,145
"Bromus hordeaceus","Poaceae","Enscobase","RBGK","Malta","K_17321",0,0,0,16,0,1,70,70
"Bromus hordeaceus","Poaceae","Enscobase","RBGK","UK","K_12603",0,0,0,20,0,1,48,49
"Bromus hordeaceus","Poaceae","Enscobase","RBGK","Italy","K_6242",0,0,0,21,0,1,116,120
"Bromus hordeaceus","Poaceae","Enscobase","RBGK","Malta","K_17321",0,0,0,15,0,1,20,20
"Bromus hordeaceus","Poaceae","Enscobase","RBGK","Greece","K_35156",0,0,0,20,0,1,20,20
"Bromus hordeaceus","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS154",0,0,1,25,1,1,99,100
"Bromus hordeaceus","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS244",0,0,0,17,1,1,80,80
"Bromus hordeaceus","Poaceae","Enscobase","RBGK","Greece","K_36773",0,0,0,20,0,1,42,44
"Bromus hordeaceus","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS154",0,0,0,17,1,1,98,98
"Bromus hordeaceus","Poaceae","Enscobase","RBGK","UK","K_53165",0,0,0,20,0,1,20,20
"Bromus hordeaceus","Poaceae","Enscobase","RBGK","UK","K_53165",0,0,0,21,0,1,100,100
"Bromus hordeaceus","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS154",0,0,0,9,1,1,87,90
"Bromus hordeaceus","Poaceae","Enscobase","RBGK","UK","K_195708",0,0,0,15,0,1,19,20
"Bromus hordeaceus","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS154",0,0,0,25,1,1,99,100
"Bromus hordeaceus","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS154",0,0,1,9,1,1,96,96
"Bromus hordeaceus","Poaceae","Enscobase","RBGK","UK","K_12603",0,0,0,21,0,1,145,150
"Bromus hordeaceus","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS244",0,0,1,17,1,1,68,68
"Bromus hordeaceus","Poaceae","Enscobase","RBGK","UK","K_195708",0,0,0,20,0,1,20,20
"Bromus hordeaceus","Poaceae","Enscobase","RBGK","Greece","K_35042",0,0,0,20,0,1,19,20
"Bromus hordeaceus","Poaceae","Enscobase","RBGK","Italy","K_5452",0,0,0,20,0,1,50,50
"Bromus hordeaceus","Poaceae","Enscobase","RBGK","Italy","K_6242",0,0,0,20,0,1,20,20
"Bromus hordeaceus","Poaceae","Enscobase","RBGK","Italy","K_5452",0,0,0,21,0,1,144,150
"Bromus hordeaceus","Poaceae","Enscobase","RBGK","Greece","K_35156",0,0,0,21,0,1,118,120
"Bromus hordeaceus","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS154",0,0,1,17,1,1,98,100
"Bromus hordeaceus","Poaceae","Enscobase","RBGK","Greece","K_35042",0,0,0,21,0,1,194,200
"Campanula patula","Campanulaceae","Enscobase","RBGK","UK","K_5474",0,1,0,16,1,1,21,50
"Campanula patula","Campanulaceae","Enscobase","RBGK","Bulgaria","K_7755",0,1,1,20,0,1,0,12
"Campanula patula","Campanulaceae","Enscobase","RBGK","UK","K_5474",0,1,0,20,0,1,0,14
"Campanula patula","Campanulaceae","Enscobase","RBGK","UK","K_5474",0,0,1,16,0,1,15,50
"Campanula patula","Campanulaceae","Enscobase","RBGK","UK","K_5474",0,0,0,16,1,1,20,48
"Campanula patula","Campanulaceae","Enscobase","RBGK","UK","K_138482",0,0,0,20,0,1,19,19
"Campanula patula","Campanulaceae","Enscobase","RBGK","UK","K_5474",0,0,0,16,0,1,124,147
"Campanula patula","Campanulaceae","Enscobase","RBGK","Bulgaria","K_7755",0,0,1,15,1,1,6,11
"Campanula patula","Campanulaceae","Enscobase","RBGK","UK","K_138471",0,0,0,16,0,1,10,10
"Campanula patula","Campanulaceae","Enscobase","RBGK","UK","K_5474",0,1,1,20,0,1,0,15
"Campanula patula","Campanulaceae","Enscobase","RBGK","UK","K_5474",0,0,1,15,1,1,7,14
"Campanula patula","Campanulaceae","Enscobase","RBGK","UK","K_5474",0,0,0,18.33333333,1,1,15,47
"Campanula patula","Campanulaceae","Enscobase","RBGK","UK","K_5474",0,0,0,15,0,1,10,50
"Campanula patula","Campanulaceae","Enscobase","RBGK","UK","K_5474",0,0,1,15,0,1,4,31
"Campanula patula","Campanulaceae","Enscobase","RBGK","Bulgaria","K_7755",0,0,1,20,0,1,6,20
"Campanula rotundifolia","Campanulaceae","Enscobase","RBGK","UK","K_66983",0,0,0,16,0,1,20,20
"Campanula rotundifolia","Campanulaceae","Enscobase","RBGK","Bulgaria","K_7766",0,1,0,16,1,1,76,100
"Campanula rotundifolia","Campanulaceae","Enscobase","RBGK","Bulgaria","K_7766",0,0,1,20,0,1,19,19
"Campanula rotundifolia","Campanulaceae","Enscobase","RBGK","Italy","K_191515",0,0,0,25,0,1,15,18
"Campanula rotundifolia","Campanulaceae","Enscobase","RBGK","UK","K_66983",0,0,0,16,1,1,19,20
"Campanula rotundifolia","Campanulaceae","Enscobase","RBGK","Italy","K_191515",0,0,0,15,0,1,24,50
"Campanula rotundifolia","Campanulaceae","Enscobase","RBGK","Italy","K_191515",0,0,0,20,0,1,30,50
"Campanula rotundifolia","Campanulaceae","Enscobase","RBGK","Slovakia","K_431714",0,0,0,20,0,1,11,19
"Campanula rotundifolia","Campanulaceae","Enscobase","RBGK","Italy","K_191504",0,0,0,20,0,1,16,18
"Campanula rotundifolia","Campanulaceae","Enscobase","RBGK","Italy","K_191504",0,0,0,15,0,1,14,20
"Campanula rotundifolia","Campanulaceae","Enscobase","RBGK","Bulgaria","K_7766",0,0,1,5,0,1,18,19
"Campanula rotundifolia","Campanulaceae","Enscobase","RBGK","Bulgaria","K_7766",0,0,1,25,0,1,17,17
"Campanula rotundifolia","Campanulaceae","Enscobase","RBGK","Bulgaria","K_7766",0,1,1,13.33333333,1,1,35,49
"Campanula rotundifolia","Campanulaceae","Enscobase","RBGK","Italy","K_191515",0,0,1,5,0,1,18,19
"Campanula rotundifolia","Campanulaceae","Enscobase","RBGK","Slovakia","K_431714",0,0,0,15,0,1,17,18
"Campanula rotundifolia","Campanulaceae","Enscobase","RBGK","Slovakia","K_431714",0,0,0,15,1,1,16,20
"Campanula rotundifolia","Campanulaceae","Enscobase","BGBM","Slovakia","B_SK-0870303",0,0,0,22,0,1,24,40
"Campanula rotundifolia","Campanulaceae","Enscobase","RBGK","Bulgaria","K_7766",0,1,1,16,1,1,45,50
"Campanula serrata","Campanulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_047/03",0,1,1,21.66666667,1,1,270,500
"Campanula serrata","Campanulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_084/04",0,1,1,21.66666667,1,1,340,500
"Campanula serrata","Campanulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_082/04",0,1,1,21.66666667,1,1,360,500
"Campanula serrata","Campanulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_083/04",0,1,1,21.66666667,1,1,340,500
"Campanula serrata","Campanulaceae","Enscobase","BG-CBDC-PAS","Poland","WARS_085/04",0,1,1,21.66666667,1,1,265,500
"Cardamine pratensis","Brassicaceae","Enscobase","RBGK","UK","K_133904",0,0,0,16,0,1,20,20
"Carex pallescens","Cyperaceae","Enscobase","RBGK","UK","K_143787",0,1,0,25,1,1,10,10
"Carex pallescens","Cyperaceae","Enscobase","RBGK","UK","K_143156",1,1,0,30,0,1,0,18
"Carex pallescens","Cyperaceae","Enscobase","RBGK","UK","K_143156",0,0,0,26,1,1,3,20
"Carex pallescens","Cyperaceae","Enscobase","RBGK","UK","K_143156",1,1,0,20,0,1,1,18
"Carex pallescens","Cyperaceae","Enscobase","RBGK","UK","K_143156",1,1,0,25,0,1,0,19
"Carex pallescens","Cyperaceae","Enscobase","RBGK","UK","K_143156",0,1,0,26,1,1,14,17
"Carlina acaulis","Compositae","Enscobase","BG-CBDC-PAS","Poland","WARS_098/04",0,1,0,21.66666667,1,1,430,500
"Centaurea jacea","Compositae","Enscobase","RBGK","Slovenia","K_8095",1,1,0,21,0,1,11,14
"Centaurea jacea","Compositae","Enscobase","RBGK","Slovenia","K_8095",0,0,0,21,0,1,90,100
"Centaurea jacea","Compositae","Enscobase","BGBM","Italy","B_IT-3002799",0,0,0,22,0,1,0,20
"Centaurea jacea","Compositae","Enscobase","RBGK","Slovenia","K_8095",1,1,0,20,0,1,23,34
"Cerastium fontanum","Caryophyllaceae","Enscobase","RBGK","UK","K_52478",0,0,0,20,0,1,50,50
"Cerastium fontanum","Caryophyllaceae","SOSPRADERAS","SOSPRADERAS","France","SOS201",0,0,0,17,1,1,81,98
"Cerastium fontanum","Caryophyllaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS237",0,0,1,9,1,1,99,99
"Cerastium fontanum","Caryophyllaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS237",0,0,1,17,1,1,97,99
"Cerastium fontanum","Caryophyllaceae","Enscobase","RBGK","UK","K_52478",0,0,0,21,0,1,50,50
"Cerastium fontanum","Caryophyllaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS237",0,0,0,25,1,1,73,100
"Cerastium fontanum","Caryophyllaceae","Enscobase","RBGK","UK","K_477824",0,0,0,20,0,1,20,20
"Cerastium fontanum","Caryophyllaceae","Enscobase","RBGK","UK","K_477824",0,0,0,15,1,1,20,20
"Cerastium fontanum","Caryophyllaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS237",0,0,0,9,1,1,96,100
"Cerastium fontanum","Caryophyllaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS237",0,0,0,17,1,1,99,100
"Cerastium fontanum","Caryophyllaceae","Enscobase","RBGK","UK","K_477824",0,0,0,15,0,1,21,21
"Cerastium fontanum","Caryophyllaceae","SOSPRADERAS","SOSPRADERAS","France","SOS219",0,0,0,17,1,1,100,100
"Cerastium fontanum","Caryophyllaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS237",0,0,1,25,1,1,92,100
"Cerastium fontanum","Caryophyllaceae","SOSPRADERAS","SOSPRADERAS","France","SOS219",0,0,1,17,1,1,100,100
"Cerastium fontanum","Caryophyllaceae","SOSPRADERAS","SOSPRADERAS","France","SOS201",0,0,1,17,1,1,80,99
"Cirsium arvense","Compositae","Enscobase","RBGK","UK","K_49775",0,0,0,25,1,1,18,20
"Cirsium arvense","Compositae","Enscobase","RBGK","UK","K_17192",0,0,0,16,1,1,10,10
"Cirsium arvense","Compositae","Enscobase","BGBM","Germany","B_DE-1953806",0,0,0,22,0,1,6,20
"Cirsium arvense","Compositae","Enscobase","RBGK","UK","K_17192",0,0,0,15,1,1,11,13
"Cirsium arvense","Compositae","Enscobase","RBGK","UK","K_49775",0,0,0,26,1,1,70,70
"Crepis biennis","Compositae","Enscobase","RBGK","France","K_22604",0,0,0,26,0,1,194,200
"Crepis biennis","Compositae","Enscobase","BGBM","Germany","B_DE-1437198",0,0,0,22,0,1,0,20
"Crepis biennis","Compositae","Enscobase","RBGK","France","K_22604",0,0,0,25,0,1,19,20
"Crepis biennis","Compositae","Enscobase","RBGK","UK","K_127004",0,0,0,16,0,1,47,50
"Crepis biennis","Compositae","Enscobase","BGBM","Germany","B_DE-1432998",0,0,0,22,0,1,0,20
"Crepis mollis","Compositae","Enscobase","RBGK","UK","K_98980",0,0,0,15,0,1,11,20
"Crepis mollis","Compositae","Enscobase","RBGK","UK","K_98980",0,0,0,16,0,1,17,22
"Crepis mollis","Compositae","Enscobase","RBGK","UK","K_136260",0,1,0,15,0,1,6,7
"Crepis mollis","Compositae","Enscobase","RBGK","UK","K_98980",0,1,0,15,0,1,14,15
"Crepis mollis","Compositae","Enscobase","RBGK","UK","K_136260",0,0,0,15,0,1,3,10
"Crepis pyrenaica","Compositae","SOSPRADERAS","SOSPRADERAS","Spain","SOS190",0,0,1,25,1,1,62,81
"Crepis pyrenaica","Compositae","SOSPRADERAS","SOSPRADERAS","Spain","SOS190",0,0,0,17,1,1,64,68
"Crepis pyrenaica","Compositae","SOSPRADERAS","SOSPRADERAS","Spain","SOS190",0,0,0,25,1,1,71,83
"Crepis pyrenaica","Compositae","SOSPRADERAS","SOSPRADERAS","Spain","SOS190",0,0,1,17,1,1,65,67
"Crepis pyrenaica","Compositae","SOSPRADERAS","SOSPRADERAS","Spain","SOS190",0,0,1,9,1,1,59,66
"Crepis pyrenaica","Compositae","SOSPRADERAS","SOSPRADERAS","Spain","SOS190",0,0,0,9,1,1,43,83
"Cynosurus cristatus","Poaceae","Enscobase","RBGK","Greece","K_31192",0,0,0,21,0,1,147,150
"Cynosurus cristatus","Poaceae","Enscobase","RBGK","Greece","K_31192",0,0,0,20,0,1,50,50
"Cynosurus cristatus","Poaceae","Enscobase","RBGK","Italy","K_6127",0,0,0,21,0,1,138,149
"Cynosurus cristatus","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS230",0,0,0,9,1,1,34,83
"Cynosurus cristatus","Poaceae","Enscobase","RBGK","Greece","K_32258",0,0,0,20,0,1,47,49
"Cynosurus cristatus","Poaceae","Enscobase","RBGK","Italy","K_6127",0,0,0,20,0,1,48,49
"Cynosurus cristatus","Poaceae","SOSPRADERAS","SOSPRADERAS","Portugal","SOS169",0,0,1,17,1,1,91,97
"Cynosurus cristatus","Poaceae","Enscobase","RBGK","Ireland","K_39006",0,0,0,20,0,1,47,50
"Cynosurus cristatus","Poaceae","Enscobase","RBGK","Italy","K_7135",0,0,0,20,0,1,19,20
"Cynosurus cristatus","Poaceae","Enscobase","RBGK","Ireland","K_39039",0,0,0,21,0,1,99,100
"Cynosurus cristatus","Poaceae","Enscobase","RBGK","Greece","K_32258",0,0,0,21,0,1,144,150
"Cynosurus cristatus","Poaceae","Enscobase","RBGK","UK","K_49513",0,0,0,20,0,1,48,49
"Cynosurus cristatus","Poaceae","Enscobase","RBGK","Italy","K_31262",0,0,0,20,0,1,20,20
"Cynosurus cristatus","Poaceae","Enscobase","RBGK","Italy","K_7135",0,0,0,21,0,1,116,120
"Cynosurus cristatus","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS246",0,0,1,17,1,1,89,90
"Cynosurus cristatus","Poaceae","Enscobase","RBGK","Italy","K_51150",0,0,0,21,0,1,100,100
"Cynosurus cristatus","Poaceae","Enscobase","RBGK","UK","K_17099",0,0,0,5,0,1,42,49
"Cynosurus cristatus","Poaceae","Enscobase","RBGK","Ireland","K_39039",0,0,0,20,0,1,49,50
"Cynosurus cristatus","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS230",0,0,0,17,1,1,174,186
"Cynosurus cristatus","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS230",0,0,0,25,1,1,49,94
"Cynosurus cristatus","Poaceae","SOSPRADERAS","SOSPRADERAS","Portugal","SOS169",0,0,0,17,1,1,94,98
"Cynosurus cristatus","Poaceae","Enscobase","RBGK","UK","K_49513",0,0,0,21,0,1,96,99
"Cynosurus cristatus","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS246",0,0,0,17,1,1,93,95
"Cynosurus cristatus","Poaceae","Enscobase","RBGK","UK","K_18797",0,0,0,16,0,1,68,68
"Cynosurus cristatus","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS230",0,0,1,25,1,1,69,99
"Cynosurus cristatus","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS230",0,0,1,9,1,1,21,77
"Cynosurus cristatus","Poaceae","Enscobase","RBGK","Italy","K_31262",0,0,0,21,0,1,84,92
"Cynosurus cristatus","Poaceae","Enscobase","RBGK","Italy","K_51150",0,0,0,20,0,1,50,50
"Cynosurus cristatus","Poaceae","SOSPRADERAS","SOSPRADERAS","France","SOS202",0,0,0,17,1,1,62,79
"Cynosurus cristatus","Poaceae","SOSPRADERAS","SOSPRADERAS","France","SOS202",0,0,1,17,1,1,55,66
"Cynosurus cristatus","Poaceae","Enscobase","RBGK","Ireland","K_39006",0,0,0,21,0,1,100,100
"Cynosurus cristatus","Poaceae","Enscobase","RBGK","UK","K_18797",0,0,0,15,0,1,19,19
"Cynosurus cristatus","Poaceae","Enscobase","RBGK","UK","K_17099",0,1,0,16,0,1,88,97
"Cynosurus cristatus","Poaceae","SOSPRADERAS","SOSPRADERAS","Spain","SOS230",0,0,1,17,1,1,164,178
"Dactylis glomerata","Poaceae","Enscobase","RBGK","Bosnia-Herzegovina","K_30047",0,0,0,13.33333333,1,1,37,43
"Dactylis glomerata","Poaceae","Enscobase","RBGK","France","K_46615",0,1,0,18.33333333,1,1,97,100
"Dactylis glomerata","Poaceae","Enscobase","PAVIA","Italy","PAV_2PV",0,0,0,20,0,1,13,13
"Dactylis glomerata","Poaceae","Enscobase","PAVIA","Italy","PAV_47PV",0,0,0,20,0,1,5,5
"Dactylis glomerata","Poaceae","Enscobase","RBGK","Greece","K_22383",0,0,0,21,0,1,45,50
"Dactylis glomerata","Poaceae","Enscobase","RBGK","Bosnia-Herzegovina","K_30047",0,0,0,16,1,1,123,141
"Dactylis glomerata","Poaceae","Enscobase","RBGK","France","K_46615",0,0,0,13.33333333,1,1,20,20
"Dactylis glomerata","Poaceae","Enscobase","RBGK","France","K_46615",0,0,0,16,1,1,18,19
"Dactylis glomerata","Poaceae","Enscobase","RBGK","France","K_12728",0,0,1,16,1,1,35,46
"Dactylis glomerata","Poaceae","Enscobase","RBGK","Greece","K_22383",1,0,0,18.33333333,1,1,45,46
"Dactylis glomerata","Poaceae","Enscobase","RBGK","France","K_8752",0,0,0,15,1,1,49,50
